,GPS_Height,Vert_Prec,Horz_Prec,Northing,Easting,Point_ID,ORIG_FID, D0,D60,D120,D180,D240,D300,D360,D420,D480,D540,D600,D660,D720,D780,D840,D900,D960,D1020,D1080,D1140,D1200
190,2270.38,0.6,0.5,718587.01,460683.15,236,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
191,2270.01,0.6,0.5,718587.65,460675.89,237,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4
192,2273.73,0.6,0.5,718584.0,460674.16,238,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2276.95,0.5,0.4,718581.95,460668.74,239,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2276.59,0.7,0.6,718578.51,460674.17,240,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2275.95,0.6,0.5,718581.11,460681.33,241,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3
196,2276.07,1.0,0.7,718581.76,460687.18,242,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2274.56,1.0,0.8,718581.67,460692.33,243,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2274.12,1.2,1.0,718582.8,460700.11,244,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
199,2274.08,0.6,0.5,718590.22,460705.9,245,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2275.45,0.8,0.7,718596.69,460709.34,246,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2275.49,0.5,0.3,718599.46,460716.21,247,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2274.46,0.6,0.4,718601.86,460722.84,248,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2276.13,0.4,0.3,718601.2,460730.58,249,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4
204,2277.01,0.6,0.5,718597.96,460735.34,250,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2275.82,0.7,0.5,718593.32,460738.61,251,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2277.93,0.9,0.7,718585.07,460739.52,253,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2275.43,0.8,0.7,718580.33,460743.26,254,251,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2
208,2275.54,0.7,0.5,718576.32,460746.18,255,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
209,2271.6,0.7,0.6,718572.78,460751.17,256,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2277.62,0.5,0.4,718573.43,460742.54,257,254,0,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
211,2280.57,0.4,0.3,718590.08,460731.62,261,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2284.88,0.5,0.4,718579.77,460728.7,262,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2285.31,0.5,0.4,718565.32,460733.91,265,262,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,4,4,4
214,2287.21,0.4,0.3,718565.58,460728.87,266,263,0,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
215,2290.46,0.5,0.3,718570.22,460714.51,269,266,0,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
216,2285.82,0.5,0.4,718576.55,460716.15,270,267,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
217,2285.13,0.5,0.3,718576.39,460722.3,271,268,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
218,2283.07,0.5,0.3,718584.99,460725.72,272,269,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3
219,2283.49,0.5,0.4,718583.6,460715.87,273,270,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2
220,2280.45,0.5,0.3,718590.06,460725.22,274,271,0,1,2,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5
221,2277.73,0.5,0.4,718595.85,460723.67,275,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,5,5
222,2278.03,0.5,0.4,718594.97,460729.51,276,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
223,2278.08,0.5,0.3,718595.15,460717.47,277,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,4,5
224,2281.11,0.7,0.4,718591.03,460717.25,278,275,0,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
225,2280.91,0.7,0.5,718587.0,460710.91,279,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,2280.99,0.6,0.4,718581.6,460710.72,280,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,2277.28,0.8,0.6,718580.1,460702.3,282,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2275.59,0.7,0.5,718576.7,460697.0,283,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
229,2277.73,0.6,0.4,718576.46,460690.35,284,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2278.38,0.6,0.4,718576.11,460683.84,285,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
231,2278.27,0.6,0.4,718575.23,460671.32,286,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3
232,2281.11,0.6,0.4,718570.76,460681.85,289,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
233,2282.17,0.6,0.4,718570.73,460688.87,290,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3
234,2280.96,0.6,0.4,718571.94,460695.84,291,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,2280.41,0.8,0.5,718573.89,460704.28,293,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,5
236,2285.15,0.6,0.4,718574.45,460709.01,294,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2285.82,0.6,0.4,718568.34,460706.58,295,292,0,0,0,0,1,1,1,1,2,2,2,3,3,3,4,4,5,5,5,5,5
238,2286.52,0.6,0.4,718568.4,460701.24,296,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,2286.16,0.6,0.3,718566.91,460693.49,297,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
240,2285.8,0.6,0.4,718566.56,460686.16,298,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3
241,2285.35,0.5,0.3,718566.0,460677.72,299,296,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
242,2284.25,0.7,0.4,718561.22,460667.54,301,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,2282.7,0.7,0.5,718549.67,460643.89,302,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2283.59,0.9,0.5,718546.18,460639.77,303,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2286.77,0.6,0.4,718542.77,460643.48,304,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,2286.45,0.7,0.4,718541.33,460638.41,305,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2284.22,0.6,0.3,718540.79,460631.24,306,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2285.28,0.7,0.4,718541.31,460623.9,307,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,2288.17,0.7,0.3,718536.8,460631.69,309,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2289.98,0.7,0.3,718535.09,460623.04,310,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2288.32,0.6,0.4,718536.5,460614.94,311,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2283.18,0.6,0.4,718540.52,460612.5,312,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2285.78,0.7,0.3,718541.16,460603.82,313,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3
254,2287.97,0.7,0.4,718537.53,460594.34,315,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2286.65,0.7,0.4,718537.31,460589.52,317,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,2286.56,1.2,0.6,718530.62,460589.49,318,315,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,5,5,5,5
257,2286.49,0.7,0.3,718525.21,460585.99,319,316,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
258,2285.37,1.2,0.6,718521.85,460580.01,320,317,0,0,0,1,1,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5
259,2284.16,0.6,0.3,718527.22,460579.98,321,318,0,0,0,0,1,1,2,2,2,3,3,3,4,4,5,5,5,5,5,5,5
260,2284.25,1.3,0.6,718523.4,460572.08,323,320,0,0,0,0,0,0,1,1,1,2,2,3,4,5,5,5,5,5,5,5,5
261,2287.11,0.6,0.3,718517.44,460569.17,324,321,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
262,2286.7,1.5,0.8,718511.89,460565.39,325,322,0,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
263,2288.36,0.7,0.3,718507.81,460563.8,326,323,0,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
264,2289.48,0.5,0.3,718503.14,460565.6,327,324,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3
265,2290.32,0.7,0.3,718500.12,460572.23,328,325,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,4,5,5,5,5
266,2293.6,0.6,0.3,718497.6,460579.47,329,326,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,5,5,5,5,5
267,2291.16,0.7,0.4,718503.5,460583.79,330,327,0,1,1,1,2,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5
268,2290.27,0.6,0.3,718506.69,460576.56,331,328,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
269,2289.24,0.6,0.3,718509.33,460571.46,332,329,0,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
270,2288.25,0.6,0.3,718515.11,460575.53,333,330,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,4,4,5,5,5,5
271,2288.78,0.7,0.3,718518.56,460585.56,335,332,0,0,0,0,0,0,2,2,2,3,3,3,4,4,4,5,5,5,5,5,5
272,2289.14,0.6,0.3,718512.05,460581.33,337,334,0,0,0,0,1,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5
273,2292.25,0.8,0.3,718508.73,460588.35,339,336,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,5,5
274,2293.04,0.7,0.3,718499.61,460588.31,341,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2295.83,0.8,0.4,718503.78,460593.04,342,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,2297.56,1.0,0.5,718510.31,460594.83,343,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2294.76,1.0,0.5,718519.19,460596.49,345,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,2292.47,1.0,0.5,718523.38,460592.15,346,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
279,2291.99,0.6,0.3,718527.96,460595.2,347,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
280,2293.65,0.6,0.4,718531.01,460601.23,348,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
281,2291.98,0.5,0.4,718532.62,460607.74,349,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
282,2291.31,0.6,0.6,718530.66,460616.12,350,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,2292.67,0.6,0.3,718530.85,460622.49,351,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2
284,2288.88,0.6,0.3,718532.13,460629.84,352,349,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,4,5,5,5
285,2290.31,0.6,0.3,718534.54,460636.89,353,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,4
286,2291.94,0.6,0.3,718532.81,460644.16,354,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3
287,2292.07,0.7,0.3,718529.69,460649.39,355,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
288,2296.23,0.7,0.4,718521.98,460649.14,357,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2295.9,0.6,0.3,718526.26,460646.17,358,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2296.47,0.7,0.3,718528.33,460642.07,359,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2295.46,0.7,0.3,718528.9,460635.02,360,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2295.27,0.6,0.4,718527.01,460629.23,361,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,2297.11,1.2,0.9,718526.39,460619.59,362,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2295.84,0.7,0.4,718528.46,460611.84,363,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2298.11,0.7,0.3,718525.49,460608.65,364,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,2297.88,0.6,0.3,718522.79,460601.51,365,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
297,2299.59,0.5,0.3,718516.71,460600.99,366,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,2300.57,0.6,0.3,718520.27,460605.15,368,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3
299,2301.14,0.6,0.3,718521.65,460613.73,369,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2302.24,0.6,0.3,718521.1,460621.66,370,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,2302.7,0.6,0.4,718519.22,460627.15,371,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2297.82,0.8,0.5,718523.65,460625.22,372,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,2300.45,0.7,0.4,718522.27,460635.04,373,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,2300.16,0.8,0.4,718523.85,460640.72,374,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
305,2299.38,0.7,0.4,718511.71,460653.52,378,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2299.6,0.6,0.3,718516.22,460648.01,379,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,2304.45,0.7,0.4,718518.58,460635.41,381,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3
308,2304.86,0.6,0.3,718515.3,460642.11,382,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,2304.12,0.6,0.3,718509.92,460647.98,383,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310,2305.13,0.6,0.3,718506.06,460652.4,384,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2304.53,0.6,0.3,718501.79,460664.85,385,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
312,2299.76,0.6,0.4,718487.56,460585.94,386,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,2297.41,0.7,0.4,718488.76,460581.35,387,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2
314,2298.31,0.8,0.4,718486.97,460575.67,388,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2294.8,0.6,0.3,718489.03,460570.0,389,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2292.77,0.6,0.3,718486.83,460563.22,390,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2
317,2293.41,0.6,0.4,718481.21,460560.21,391,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2296.99,0.7,0.4,718476.79,460562.13,392,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2297.68,0.8,0.5,718483.49,460568.13,393,390,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3
320,2300.15,0.8,0.4,718479.06,460569.56,394,391,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3
321,2304.61,0.6,0.4,718472.28,460573.16,395,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2302.75,0.7,0.4,718479.25,460573.6,396,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2301.99,0.7,0.4,718482.5,460579.44,397,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,2306.81,0.6,0.4,718475.9,460576.66,398,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2
325,2306.9,0.8,0.5,718479.09,460582.38,399,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
326,2303.83,1.2,0.6,718480.93,460586.3,400,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2302.64,0.7,0.4,718485.34,460591.94,401,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,2307.75,0.7,0.6,718481.17,460594.1,402,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,2301.32,1.4,0.7,718482.45,460603.76,404,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,2305.38,0.8,0.5,718477.56,460607.71,405,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2
331,2304.04,0.9,0.5,718476.4,460615.42,406,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
332,2306.33,0.5,0.3,718470.38,460620.69,407,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
333,2309.34,1.0,0.6,718472.32,460613.61,410,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,2308.33,0.9,0.6,718475.35,460603.07,411,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,5,5,5
335,2311.49,0.6,0.3,718471.9,460580.77,414,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,2313.41,0.8,0.5,718465.44,460581.21,415,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2316.37,0.7,0.4,718461.39,460586.77,416,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2315.18,0.7,0.4,718467.43,460585.99,417,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2315.11,0.7,0.4,718470.73,460590.42,418,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2319.31,0.7,0.4,718466.26,460591.92,419,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,2315.33,0.8,0.5,718469.91,460599.17,420,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2312.65,0.7,0.4,718474.15,460597.21,421,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,2310.84,0.7,0.5,718468.61,460606.68,422,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2316.94,0.9,0.9,718465.53,460607.2,423,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2316.73,0.7,0.9,718460.63,460614.74,425,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,2312.77,0.5,0.4,718457.17,460620.41,426,423,0,0,0,1,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
347,2310.64,0.7,0.4,718461.8,460621.69,427,424,0,1,2,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5
348,2309.83,0.8,0.5,718464.96,460627.26,428,425,0,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
349,2310.25,0.7,0.5,718460.71,460631.78,429,426,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
350,2312.1,0.8,0.5,718458.12,460628.44,431,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3
351,2314.87,0.6,0.4,718454.3,460634.9,432,429,0,0,0,0,0,1,1,2,2,2,4,4,4,5,5,5,5,5,5,5,5
352,2317.48,1.0,0.6,718450.67,460620.8,435,432,0,1,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
353,2317.96,0.7,0.4,718450.91,460616.21,437,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,2320.16,0.7,0.5,718456.28,460609.05,438,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,2320.31,0.7,0.4,718462.98,460598.16,439,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,2319.82,0.7,0.4,718459.53,460593.93,441,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,2321.9,0.5,0.3,718456.96,460599.39,442,439,0,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
358,2323.85,0.6,0.4,718452.7,460604.56,444,441,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
359,2321.8,0.7,0.5,718446.84,460616.81,446,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
360,2323.91,1.3,0.9,718446.95,460628.91,447,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3
361,2322.45,0.7,0.5,718445.43,460636.36,448,445,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
362,2325.67,0.7,0.5,718441.91,460634.34,450,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,2327.62,0.7,0.4,718440.47,460628.49,451,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,2324.82,1.2,0.8,718443.86,460623.35,452,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,2327.11,0.5,0.4,718440.88,460617.06,453,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,2325.92,0.6,0.5,718446.22,460607.66,454,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2330.38,0.5,0.4,718439.18,460609.88,455,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,2331.26,0.8,0.5,718433.57,460614.68,456,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2330.32,0.7,0.5,718436.03,460624.03,457,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2333.07,0.6,0.4,718435.38,460634.25,458,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2328.15,0.5,0.4,718438.41,460640.73,459,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2329.49,0.6,0.4,718441.45,460647.09,460,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2327.89,0.6,0.4,718448.19,460650.69,461,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2326.76,0.6,0.4,718457.03,460654.9,463,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2325.22,0.7,0.5,718463.94,460661.05,464,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2324.71,0.6,0.4,718470.98,460663.38,465,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2322.19,0.6,0.4,718475.39,460669.47,466,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2321.55,0.6,0.4,718477.83,460675.39,467,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2320.06,0.5,0.3,718482.58,460682.72,468,465,0,0,0,0,0,0,0,1,4,4,4,5,5,5,5,5,5,5,5,5,5
380,2318.99,0.6,0.4,718487.04,460686.37,469,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2318.25,0.6,0.4,718491.45,460693.38,470,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2317.76,0.6,0.4,718492.88,460700.32,471,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2315.85,0.5,0.3,718494.36,460706.58,472,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2314.17,0.5,0.3,718494.96,460713.58,473,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
